valueset_pk,language_pk,parameter_pk,parameter_name,parameter_description,type_pk,variety_type,abbr,language_name,value_pk,domainelement_pk,attestation
7117,13,97,Medial object perfect,And you eat nothing till you have the stations made.,1,L1t,NfldE,Newfoundland English,7117,577,A
7635,13,104,Completive/perfect done,He done go fishing; You don ate what I has sent you?,1,L1t,NfldE,Newfoundland English,7635,624,?
7709,13,105,Completive/perfect have/be + done + past participle,He is done gone .,1,L1t,NfldE,Newfoundland English,7709,630,?
7755,59,105,Completive/perfect have/be + done + past participle,He is done gone .,2,L1c,AusE,Australian English,7755,630,?
8153,13,111,Past tense/anterior marker been,I been cut the bread.,1,L1t,NfldE,Newfoundland English,8153,663,C
8157,17,111,Past tense/anterior marker been,I been cut the bread.,2,L1c,EAAVE,Earlier African American Vernacular English,8157,663,C
8163,23,111,Past tense/anterior marker been,I been cut the bread.,2,L1c,BahE,Bahamian English,8163,663,C
8166,26,111,Past tense/anterior marker been,I been cut the bread.,3,L2,JamE,Jamaican English,8166,663,C
8189,49,111,Past tense/anterior marker been,I been cut the bread.,3,L2,BlSAfE,Black South African English,8189,663,C
8213,73,111,Past tense/anterior marker been,I been cut the bread.,2,L1c,StHE,St. Helena English,8213,663,C
8214,74,111,Past tense/anterior marker been,I been cut the bread.,2,L1c,TdCE,Tristan da Cunha English,8214,663,C
8227,13,112,Anterior had + bare root,"Hii had iit do bred biifoh hii goo tuu skuul ‘he ate the bread before he went to school’,",1,L1t,NfldE,Newfoundland English,8227,672,?
8228,14,112,Anterior had + bare root,"Hii had iit do bred biifoh hii goo tuu skuul ‘he ate the bread before he went to school’,",2,L1c,CollAmE,Colloquial American English,8228,672,?
8281,67,112,Anterior had + bare root,"Hii had iit do bred biifoh hii goo tuu skuul ‘he ate the bread before he went to school’,",3,L2,FijiE,Acrolectal Fiji English,8281,672,?
8301,13,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,1,L1t,NfldE,Newfoundland English,8301,673,A
8331,43,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,CamE,Cameroon English,8331,673,A
8338,50,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,InSAfE,Indian South African English,8338,673,A
8339,51,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,2,L1c,WhSAfE,White South African English,8339,673,A
8340,52,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,IndE,Indian English,8340,673,A
8344,56,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,HKE,Hong Kong English,8344,673,A
8345,57,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,2,L1c,CollSgE,Colloquial Singapore English (Singlish),8345,673,A
8346,58,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,MalE,Malaysian English,8346,673,A
8356,68,113,Loosening of sequence of tenses rule,I noticed the van I came in ‘I noticed the van I had come in’,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),8356,673,A
8819,13,120,Would in if-clauses,If Iʼd be you…,1,L1t,NfldE,Newfoundland English,8819,715,A
8852,46,120,Would in if-clauses,If Iʼd be you…,3,L2,KenE,Kenyan English,8852,715,A
8967,13,122,Epistemic mustn’t,This mustnʼt [‘canʼt’] be true.,1,L1t,NfldE,Newfoundland English,8967,729,C
8970,16,122,Epistemic mustn’t,This mustnʼt [‘canʼt’] be true.,2,L1c,RAAVE,Rural African American Vernacular English,8970,729,C
9001,47,122,Epistemic mustn’t,This mustnʼt [‘canʼt’] be true.,3,L2,UgE,Ugandan English,9001,729,C
9014,60,122,Epistemic mustn’t,This mustnʼt [‘canʼt’] be true.,2,L1c,AusVE,Australian Vernacular English,9014,729,C
9021,67,122,Epistemic mustn’t,This mustnʼt [‘canʼt’] be true.,3,L2,FijiE,Acrolectal Fiji English,9021,729,C
9189,13,125,New quasi-modals: core modal meanings,We liketa drowned that day ‘we almost drowned that day’; He belongs to come here today ‘he ought to come here today’,1,L1t,NfldE,Newfoundland English,9189,746,B
9190,14,125,New quasi-modals: core modal meanings,We liketa drowned that day ‘we almost drowned that day’; He belongs to come here today ‘he ought to come here today’,2,L1c,CollAmE,Colloquial American English,9190,746,B
9192,16,125,New quasi-modals: core modal meanings,We liketa drowned that day ‘we almost drowned that day’; He belongs to come here today ‘he ought to come here today’,2,L1c,RAAVE,Rural African American Vernacular English,9192,746,B
9196,20,125,New quasi-modals: core modal meanings,We liketa drowned that day ‘we almost drowned that day’; He belongs to come here today ‘he ought to come here today’,1,L1t,SEAmE,Southeast American enclave dialects,9196,746,B
9263,13,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,1,L1t,NfldE,Newfoundland English,9263,751,A
9265,15,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,2,L1c,UAAVE,Urban African American Vernacular English,9265,751,A
9266,16,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,2,L1c,RAAVE,Rural African American Vernacular English,9266,751,A
9268,18,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,1,L1t,OzE,Ozark English,9268,751,A
9269,19,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,1,L1t,AppE,Appalachian English,9269,751,A
9287,37,126,New quasi-modals: aspectual meanings,Theyʼre fixinʼ to leave town ‘theyʼre about to leave’; Iʼm finna go‘Iʼm about to go’; It useta didnʼt matter whether you walked in late or not ‘[Formerly] it didnʼt matter...’,2,L1c,LibSE,Liberian Settler English,9287,751,A
10003,13,136,Special inflected forms of be,bees for present subjunctive,1,L1t,NfldE,Newfoundland English,10003,816,?
10049,59,136,Special inflected forms of be,bees for present subjunctive,2,L1c,AusE,Australian English,10049,816,?
10054,64,136,Special inflected forms of be,bees for present subjunctive,2,L1c,NZE,New Zealand English,10054,816,?
12593,13,171,Invariant present tense forms due to generalization of 3rd person –s to all persons,I sees the house.,1,L1t,NfldE,Newfoundland English,12593,1021,A
13851,13,188,Relativizer at,This is the man at painted my house,1,L1t,NfldE,Newfoundland English,13851,1128,?
14665,13,199,Reduced relative phrases preceding head-noun,That Neelaʼs-knitted jersey is gone white ‘That jersey which Neela knitted/knitted by Neela has gone white’,1,L1t,NfldE,Newfoundland English,14665,1194,?
14666,14,199,Reduced relative phrases preceding head-noun,That Neelaʼs-knitted jersey is gone white ‘That jersey which Neela knitted/knitted by Neela has gone white’,2,L1c,CollAmE,Colloquial American English,14666,1194,?
14669,17,199,Reduced relative phrases preceding head-noun,That Neelaʼs-knitted jersey is gone white ‘That jersey which Neela knitted/knitted by Neela has gone white’,2,L1c,EAAVE,Earlier African American Vernacular English,14669,1194,?
14674,22,199,Reduced relative phrases preceding head-noun,That Neelaʼs-knitted jersey is gone white ‘That jersey which Neela knitted/knitted by Neela has gone white’,3,L2,ChcE,Chicano English,14674,1194,?
14700,48,199,Reduced relative phrases preceding head-noun,That Neelaʼs-knitted jersey is gone white ‘That jersey which Neela knitted/knitted by Neela has gone white’,2,L1c,WhZimE,White Zimbabwean English,14700,1194,?
15183,13,206,Existentials with forms of have,Ma yu abi son mma tu di man dede kaba [lit.: But you have some woman REL the man die PRF] ‘But there are some women whose husbands have already died’,1,L1t,NfldE,Newfoundland English,15183,1236,?
15192,22,206,Existentials with forms of have,Ma yu abi son mma tu di man dede kaba [lit.: But you have some woman REL the man die PRF] ‘But there are some women whose husbands have already died’,3,L2,ChcE,Chicano English,15192,1236,?
15215,45,206,Existentials with forms of have,Ma yu abi son mma tu di man dede kaba [lit.: But you have some woman REL the man die PRF] ‘But there are some women whose husbands have already died’,3,L2,TznE,Tanzanian English,15215,1236,?
15257,13,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,1,L1t,NfldE,Newfoundland English,15257,1242,?
15258,14,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,2,L1c,CollAmE,Colloquial American English,15258,1242,?
15266,22,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,3,L2,ChcE,Chicano English,15266,1242,?
15270,26,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,3,L2,JamE,Jamaican English,15270,1242,?
15311,67,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,3,L2,FijiE,Acrolectal Fiji English,15311,1242,?
15317,73,207,Substitution of that-clause for infinitival subclause,I wanted that I should get leave .,2,L1c,StHE,St. Helena English,15317,1242,?
15627,13,212,Clause-final but = ʼreallyʼ,"I fright for dogs, but eh! ‘Iʼm really afraid of dogs’",1,L1t,NfldE,Newfoundland English,15627,1267,A
15664,50,212,Clause-final but = ʼreallyʼ,"I fright for dogs, but eh! ‘Iʼm really afraid of dogs’",3,L2,InSAfE,Indian South African English,15664,1267,A
15923,13,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,1,L1t,NfldE,Newfoundland English,15923,1291,A
15960,50,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,3,L2,InSAfE,Indian South African English,15960,1291,A
15967,57,216,Omission of StE prepositions,He came out Ø hospital; She went Ø town;  We’re going there Ø Tuesday,2,L1c,CollSgE,Colloquial Singapore English (Singlish),15967,1291,A
15997,13,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",1,L1t,NfldE,Newfoundland English,15997,1302,?
16006,22,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,ChcE,Chicano English,16006,1302,?
16030,46,217,Use of postpositions,"e.g. the chalkboard under; night time ‘at night’, Telugu way ‘in Telugu’, morning  part ‘in the morning’",3,L2,KenE,Kenyan English,16030,1302,?
16145,13,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",1,L1t,NfldE,Newfoundland English,16145,1314,?
16158,26,219,Adverb-forming suffixes –way and –time,"long-way, quick-way; dark-time, late-time",3,L2,JamE,Jamaican English,16158,1314,?
16367,13,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,1,L1t,NfldE,Newfoundland English,16367,1332,?
16376,22,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,3,L2,ChcE,Chicano English,16376,1332,?
16413,59,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,AusE,Australian English,16413,1332,?
16422,68,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16422,1332,?
16428,74,222,Too; too much; very much ‘very’ as qualifier,It is too difficult ‘…very difficult’;  i sofa tuu motch ‘(s)he was suffering very much’,2,L1c,TdCE,Tristan da Cunha English,16428,1332,?
16515,13,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,NfldE,Newfoundland English,16515,1344,?
16519,17,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,EAAVE,Earlier African American Vernacular English,16519,1344,?
16521,19,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,1,L1t,AppE,Appalachian English,16521,1344,?
16524,22,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,ChcE,Chicano English,16524,1344,?
16548,46,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,KenE,Kenyan English,16548,1344,?
16555,53,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,PakE,Pakistani English,16555,1344,?
16562,60,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,2,L1c,AusVE,Australian Vernacular English,16562,1344,?
16569,67,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,FijiE,Acrolectal Fiji English,16569,1344,?
16570,68,224,Other possibilities for fronting than StE,To my sister sometime I speak English.,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16570,1344,?
16589,13,225,Sentence-initial focus marker,"A wan piki pikin boi e moksi smenti drape ‘It’s a little boy that mixes cement there’; Na mí was di kalbas ‘Me, I’m the one that washed the calabash’",1,L1t,NfldE,Newfoundland English,16589,1350,?
16598,22,225,Sentence-initial focus marker,"A wan piki pikin boi e moksi smenti drape ‘It’s a little boy that mixes cement there’; Na mí was di kalbas ‘Me, I’m the one that washed the calabash’",3,L2,ChcE,Chicano English,16598,1350,?
16663,13,226,“Negative inversion”,"Didnʼt nobody show up ‘Nobody showed up’; Thereʼs an old house up here, but donʼt nobody live in it ‘…nobody lives in it’",1,L1t,NfldE,Newfoundland English,16663,1353,C
16693,43,226,“Negative inversion”,"Didnʼt nobody show up ‘Nobody showed up’; Thereʼs an old house up here, but donʼt nobody live in it ‘…nobody lives in it’",3,L2,CamE,Cameroon English,16693,1353,C
16718,68,226,“Negative inversion”,"Didnʼt nobody show up ‘Nobody showed up’; Thereʼs an old house up here, but donʼt nobody live in it ‘…nobody lives in it’",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),16718,1353,C
16723,73,226,“Negative inversion”,"Didnʼt nobody show up ‘Nobody showed up’; Thereʼs an old house up here, but donʼt nobody live in it ‘…nobody lives in it’",2,L1c,StHE,St. Helena English,16723,1353,C
16724,74,226,“Negative inversion”,"Didnʼt nobody show up ‘Nobody showed up’; Thereʼs an old house up here, but donʼt nobody live in it ‘…nobody lives in it’",2,L1c,TdCE,Tristan da Cunha English,16724,1353,C
17107,13,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,1,L1t,NfldE,Newfoundland English,17107,1392,?
17108,14,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,2,L1c,CollAmE,Colloquial American English,17108,1392,?
17112,18,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,1,L1t,OzE,Ozark English,17112,1392,?
17116,22,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,3,L2,ChcE,Chicano English,17116,1392,?
17117,23,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,2,L1c,BahE,Bahamian English,17117,1392,?
17161,67,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,3,L2,FijiE,Acrolectal Fiji English,17161,1392,?
17162,68,232,Either order of objects in double object constructions (if both objects are pronominal),He couldn’t give him it; I tan [‘took’] it her back,3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),17162,1392,?
88,14,2,He/him used for inanimate referents,I bet thee cansnʼ climb he [= a tree],2,L1c,CollAmE,Colloquial American English,88,11,X
133,59,2,He/him used for inanimate referents,I bet thee cansnʼ climb he [= a tree],2,L1c,AusE,Australian English,133,11,X
236,14,4,Alternative forms/phrases for dummy it,Thass rainen ‘Itʼs raining’ (emphatic),2,L1c,CollAmE,Colloquial American English,236,23,X
268,46,4,Alternative forms/phrases for dummy it,Thass rainen ‘Itʼs raining’ (emphatic),3,L2,KenE,Kenyan English,268,23,X
281,59,4,Alternative forms/phrases for dummy it,Thass rainen ‘Itʼs raining’ (emphatic),2,L1c,AusE,Australian English,281,23,X
282,60,4,Alternative forms/phrases for dummy it,Thass rainen ‘Itʼs raining’ (emphatic),2,L1c,AusVE,Australian Vernacular English,282,23,X
2160,14,30,Non-coordinated subject pronoun forms in object function,"e.g. You did get he out of bed in the middle of the night; Well, if I didnʼt know they, they knowed I",2,L1c,CollAmE,Colloquial American English,2160,179,X
2168,22,30,Non-coordinated subject pronoun forms in object function,"e.g. You did get he out of bed in the middle of the night; Well, if I didnʼt know they, they knowed I",3,L2,ChcE,Chicano English,2168,179,X
2205,59,30,Non-coordinated subject pronoun forms in object function,"e.g. You did get he out of bed in the middle of the night; Well, if I didnʼt know they, they knowed I",2,L1c,AusE,Australian English,2205,179,X
2206,60,30,Non-coordinated subject pronoun forms in object function,"e.g. You did get he out of bed in the middle of the night; Well, if I didnʼt know they, they knowed I",2,L1c,AusVE,Australian Vernacular English,2206,179,X
2234,14,31,Non-coordinated object pronoun forms in subject function,"Evercreech, what did ʼem [ʼtheyʼ] call it?; Us say ʼerʼs [‘she is’] dry; Usʼll do it; Huz san him? ‘Whose son is he?’",2,L1c,CollAmE,Colloquial American English,2234,185,X
2238,18,31,Non-coordinated object pronoun forms in subject function,"Evercreech, what did ʼem [ʼtheyʼ] call it?; Us say ʼerʼs [‘she is’] dry; Usʼll do it; Huz san him? ‘Whose son is he?’",1,L1t,OzE,Ozark English,2238,185,X
2242,22,31,Non-coordinated object pronoun forms in subject function,"Evercreech, what did ʼem [ʼtheyʼ] call it?; Us say ʼerʼs [‘she is’] dry; Usʼll do it; Huz san him? ‘Whose son is he?’",3,L2,ChcE,Chicano English,2242,185,X
2279,59,31,Non-coordinated object pronoun forms in subject function,"Evercreech, what did ʼem [ʼtheyʼ] call it?; Us say ʼerʼs [‘she is’] dry; Usʼll do it; Huz san him? ‘Whose son is he?’",2,L1c,AusE,Australian English,2279,185,X
2280,60,31,Non-coordinated object pronoun forms in subject function,"Evercreech, what did ʼem [ʼtheyʼ] call it?; Us say ʼerʼs [‘she is’] dry; Usʼll do it; Huz san him? ‘Whose son is he?’",2,L1c,AusVE,Australian Vernacular English,2280,185,X
2308,14,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,2,L1c,CollAmE,Colloquial American English,2308,191,X
2311,17,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,2,L1c,EAAVE,Earlier African American Vernacular English,2311,191,X
2316,22,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,3,L2,ChcE,Chicano English,2316,191,X
2339,45,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,3,L2,TznE,Tanzanian English,2339,191,X
2340,46,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,3,L2,KenE,Kenyan English,2340,191,X
2353,59,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,2,L1c,AusE,Australian English,2353,191,X
2354,60,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,2,L1c,AusVE,Australian Vernacular English,2354,191,X
2361,67,32,Distinction between emphatic vs. non-emphatic forms of pronouns,in vs. ì: ì bì in [emphatic 3SG] we ì [unstressed 3SG] mek govanment no put mo presha fo wi. [lit.: It be that what it make government not put more pressure for we] ‘That is what prevents the government from using more pressure on us.’,3,L2,FijiE,Acrolectal Fiji English,2361,191,X
2752,14,38,Specialized plural markers for pronouns,"us-gang (1PL.); as gaiz (1PL), yu gaiz (2PL), dem gaiz (3PL)",2,L1c,CollAmE,Colloquial American English,2752,223,A
2781,43,38,Specialized plural markers for pronouns,"us-gang (1PL.); as gaiz (1PL), yu gaiz (2PL), dem gaiz (3PL)",3,L2,CamE,Cameroon English,2781,223,A
2799,61,38,Specialized plural markers for pronouns,"us-gang (1PL.); as gaiz (1PL), yu gaiz (2PL), dem gaiz (3PL)",2,L1c,AborE,Aboriginal English,2799,223,A
2806,68,38,Specialized plural markers for pronouns,"us-gang (1PL.); as gaiz (1PL), yu gaiz (2PL), dem gaiz (3PL)",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),2806,223,A
2826,14,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,2,L1c,CollAmE,Colloquial American English,2826,229,A
2830,18,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,1,L1t,OzE,Ozark English,2830,229,A
2831,19,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,1,L1t,AppE,Appalachian English,2831,229,A
2855,43,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,3,L2,CamE,Cameroon English,2855,229,A
2863,51,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,2,L1c,WhSAfE,White South African English,2863,229,A
2864,52,39,Plural forms of interrogative pronouns: using additional elements,Who-all did you say was gonna be there?,3,L2,IndE,Indian English,2864,229,A
3344,14,46,Deletion of it in referential it is-constructions,"Is very nice food; But when I move into the flat, is OK",2,L1c,CollAmE,Colloquial American English,3344,275,X
3389,59,46,Deletion of it in referential it is-constructions,"Is very nice food; But when I move into the flat, is OK",2,L1c,AusE,Australian English,3389,275,X
3390,60,46,Deletion of it in referential it is-constructions,"Is very nice food; But when I move into the flat, is OK",2,L1c,AusVE,Australian Vernacular English,3390,275,X
3492,14,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",2,L1c,CollAmE,Colloquial American English,3492,284,B
3495,17,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",2,L1c,EAAVE,Earlier African American Vernacular English,3495,284,B
3496,18,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",1,L1t,OzE,Ozark English,3496,284,B
3497,19,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",1,L1t,AppE,Appalachian English,3497,284,B
3501,23,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",2,L1c,BahE,Bahamian English,3501,284,B
3519,41,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,NigE,Nigerian English,3519,284,B
3521,43,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,CamE,Cameroon English,3521,284,B
3523,45,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,TznE,Tanzanian English,3523,284,B
3524,46,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,KenE,Kenyan English,3524,284,B
3527,49,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,BlSAfE,Black South African English,3527,284,B
3535,57,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",2,L1c,CollSgE,Colloquial Singapore English (Singlish),3535,284,B
3545,67,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,FijiE,Acrolectal Fiji English,3545,284,B
3546,68,48,Regularization of plural formation: extension of -s to StE irregular plurals,"childrens, oxens, sheeps",3,L2,CollFijiE,Pure Fiji English (basilectal FijiE),3546,284,B
3566,14,49,Regularization of plural formation: phonological regularization,"wifes, knifes, lifes, leafs",2,L1c,CollAmE,Colloquial American English,3566,291,C
3575,23,49,Regularization of plural formation: phonological regularization,"wifes, knifes, lifes, leafs",2,L1c,BahE,Bahamian English,3575,291,C
3598,46,49,Regularization of plural formation: phonological regularization,"wifes, knifes, lifes, leafs",3,L2,KenE,Kenyan English,3598,291,C
3603,51,49,Regularization of plural formation: phonological regularization,"wifes, knifes, lifes, leafs",2,L1c,WhSAfE,White South African English,3603,291,C
17439,75,49,Regularization of plural formation: phonological regularization,"wifes, knifes, lifes, leafs",2,L1c,PhilE,Philippine English,17439,291,C
4380,14,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,2,L1c,CollAmE,Colloquial American English,4380,357,C
4386,20,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,1,L1t,SEAmE,Southeast American enclave dialects,4386,357,C
4389,23,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,2,L1c,BahE,Bahamian English,4389,357,C
4392,26,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,3,L2,JamE,Jamaican English,4392,357,C
4414,48,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,2,L1c,WhZimE,White Zimbabwean English,4414,357,C
4440,74,60,Use of definite article where StE has indefinite article,I had the toothache; ...when theyʼd get the cold… ʼa coldʼ,2,L1c,TdCE,Tristan da Cunha English,4440,357,C
4454,14,61,Use of indefinite article where StE has definite article,A sun was shining.,2,L1c,CollAmE,Colloquial American English,4454,365,X
4499,59,61,Use of indefinite article where StE has definite article,A sun was shining.,2,L1c,AusE,Australian English,4499,365,X
4500,60,61,Use of indefinite article where StE has definite article,A sun was shining.,2,L1c,AusVE,Australian Vernacular English,4500,365,X
4528,14,62,Use of zero article where StE has definite article,Did you get Ø mileage-claim for that trip?; Ø main reason for their performance…,2,L1c,CollAmE,Colloquial American English,4528,371,X
4574,60,62,Use of zero article where StE has definite article,Did you get Ø mileage-claim for that trip?; Ø main reason for their performance…,2,L1c,AusVE,Australian Vernacular English,4574,371,X
4602,14,63,Use of zero article where StE has indefinite article,"Then he thought, what about getting Ø girl [to marry] from India?",2,L1c,CollAmE,Colloquial American English,4602,377,X
4647,59,63,Use of zero article where StE has indefinite article,"Then he thought, what about getting Ø girl [to marry] from India?",2,L1c,AusE,Australian English,4647,377,X
4648,60,63,Use of zero article where StE has indefinite article,"Then he thought, what about getting Ø girl [to marry] from India?",2,L1c,AusVE,Australian Vernacular English,4648,377,X
4676,14,64,Use of definite article where StE favours zero,"He was appointed sales representative at the Nestlé, Ghana Ltd.; Do they keep the goats?; Poor people were starved with the hunger",2,L1c,CollAmE,Colloquial American English,4676,383,X
4722,60,64,Use of definite article where StE favours zero,"He was appointed sales representative at the Nestlé, Ghana Ltd.; Do they keep the goats?; Poor people were starved with the hunger",2,L1c,AusVE,Australian Vernacular English,4722,383,X
4750,14,65,Use of indefinite article where StE favours zero,about a three fields,2,L1c,CollAmE,Colloquial American English,4750,389,X
